X,Y
0.0,-250.0
2.3864353690323137,-247.17246994190484
4.752008282506227,-244.3274629487608
7.096283969631456,-241.46488168305785
9.418824626751748,-238.5846377878255
11.719189368323846,-235.68665192593247
13.996934179738808,-232.77085382351314
16.251611871946917,-229.83718231765923
18.4827720378542,-226.8855854085152
20.689961010465627,-223.9160203159162
22.872721822757295,-220.9284535407087
22.46987090814906,-217.2504498511239
22.06701999354082,-213.57244616153912
21.664169078932584,-209.89444247195433
21.261318164324347,-206.21643878236955
20.85846724971611,-202.53843509278477
20.455616335107873,-198.86043140319998
20.052765420499636,-195.1824277136152
19.6499145058914,-191.5044240240304
19.247063591283162,-187.82642033444563
18.844212676674925,-184.14841664486084
18.441361762066688,-180.47041295527606
18.03851084745845,-176.79240926569128
17.635659932850213,-173.1144055761065
17.232809018241976,-169.4364018865217
16.82995810363374,-165.75839819693692
16.427107189025502,-162.08039450735214
16.024256274417265,-158.40239081776735
15.62140535980903,-154.72438712818257
15.218554445200795,-151.0463834385978
14.81570353059256,-147.368379749013
14.412852615984324,-143.69037605942822
14.010001701376089,-140.01237236984343
13.607150786767853,-136.33436868025865
13.204299872159618,-132.65636499067386
12.801448957551383,-128.97836130108908
12.398598042943147,-125.3003576115043
11.995747128334912,-121.62235392191951
11.592896213726677,-117.94435023233473
11.190045299118442,-114.26634654274994
10.787194384510206,-110.58834285316516
10.384343469901971,-106.91033916358037
9.981492555293736,-103.23233547399559
9.5786416406855,-99.5543317844108
9.175790726077265,-95.87632809482602
8.77293981146903,-92.19832440524124
8.370088896860794,-88.52032071565645
7.967237982252559,-84.84231702607167
7.564387067644324,-81.16431333648688
7.161536153036089,-77.4863096469021
6.758685238427853,-73.80830595731732
6.355834323819618,-70.13030226773253
5.952983409211383,-66.45229857814775
5.550132494603147,-62.77429488856296
5.147281579994912,-59.09629119897818
4.744430665386677,-55.418287509393394
4.3415797507784415,-51.74028381980861
3.9387288361702057,-48.062280130223826
3.53587792156197,-44.38427644063904
3.1330270069537343,-40.70627275105426
2.7301760923454985,-37.02826906146947
2.3273251777372628,-33.35026537188469
1.924474263129027,-29.6722616822999
1.5216233485207913,-25.994257992715113
1.1187724339125555,-22.316254303130325
0.7159215193043198,-18.638250613545537
0.3130706046960841,-14.96024692396075
-0.08978030991215158,-11.282243234375962
-0.49263122452038727,-7.604239544791174
-0.895482139128623,-3.9262358552063863
-1.2983330537368587,-0.2482321656215989
-1.7011839683450944,3.4297715239631885
-2.10403488295333,7.107775213547976
-2.5068857975615657,10.785778903132764
-2.9097367121698015,14.463782592717552
-3.312587626778037,18.141786282302338
-3.715438541386273,21.819789971887126
-4.118289455994509,25.497793661471913
-4.521140370602744,29.1757973510567
