X,Y
300.0,-300.0
298.9476654949787,-296.45280503925403
297.90686551622326,-292.90220855356
296.87678073534494,-289.34848862309235
295.8565931328956,-285.791914814522
294.84548687348047,-282.23274860146427
293.8426491212667,-278.6712438011397
292.8472707972321,-275.10764702371915
291.8585472797493,-271.54219813108637
290.8756790503138,-267.97513070201154
289.8978722863975,-264.40667250098977
289.7145252042098,-260.71121801642994
289.5311781220221,-257.0157635318701
288.54570724270104,-253.44941425761075
287.56239959564056,-249.88246793460107
286.5804962138345,-246.31513479221056
285.59924628584804,-242.74762185196403
284.6179074538484,-239.1801333660948
283.6357460765001,-235.61287124664725
282.6520374590075,-232.04603548425632
281.66606605253384,-228.4798245558876
280.67712562516573,-224.91443582096443
279.6845194065209,-221.35006590543833
278.68756020802135,-217.7869110734773
277.5495800792002,-214.26625755084714
276.41159995037907,-210.74560402821697
275.27361982155793,-207.2249505055868
274.1356396927368,-203.70429698295663
272.99765956391565,-200.18364346032646
271.8596794350945,-196.6629899376963
270.72169930627336,-193.14233641506613
269.5837191774522,-189.62168289243596
268.4457390486311,-186.1010293698058
267.30775891980994,-182.58037584717562
266.1697787909888,-179.05972232454545
265.03179866216766,-175.53906880191528
263.8938185333465,-172.0184152792851
262.7558384045254,-168.49776175665494
261.61785827570424,-164.97710823402477
260.4798781468831,-161.4564547113946
259.3268283780372,-157.94070781627198
258.15856002134336,-154.4299886525182
256.97457191399747,-150.92453972810588
255.7743721003856,-147.42460824200418
254.5574777628415,-143.93044622926735
253.32341515293217,-140.44231069938556
252.07171952370163,-136.96046376826334
250.8019350632685,-133.4851727841812
249.51361483014156,-130.01671044808532
248.20632069058868,-126.55535492853944
246.8796232583678,-123.10138997166185
244.1486662997512,-120.60501778583225
241.4177093411346,-118.10864560000265
238.68675238251802,-115.61227341417305
235.95579542390144,-113.11590122834345
233.22483846528485,-110.61952904251385
230.49388150666826,-108.12315685668425
227.76292454805167,-105.62678467085465
225.03196758943508,-103.13041248502505
222.3010106308185,-100.63404029919545
219.5700536722019,-98.13766811336585
216.83909671358532,-95.64129592753625
214.10813975496873,-93.14492374170665
211.37718279635214,-90.64855155587705
208.64622583773556,-88.15217937004745
205.91526887911897,-85.65580718421785
203.18431192050238,-83.15943499838825
200.4533549618858,-80.66306281255865
197.7223980032692,-78.16669062672905
194.99144104465262,-75.67031844089945
192.26048408603603,-73.17394625506985
189.52952712741944,-70.67757406924025
186.79857016880285,-68.18120188341065
184.06761321018627,-65.68482969758105
181.33665625156968,-63.18845751175145
178.6056992929531,-60.69208532592185
175.8747423343365,-58.19571314009225
173.14378537571992,-55.69934095426265
170.41282841710333,-53.20296876843305
