X,Y
0.0,250.0
2.3864353690323137,247.17246994190484
4.793536443703161,244.36251186102206
7.2213445995355805,241.57042526521712
9.669905035928704,238.79651975324842
12.139267171811055,236.04111585511106
14.629485080192342,233.30454596402896
17.140617966447778,230.5871553723829
19.672730695893677,227.88930342585618
22.22589437706564,225.21136481245512
24.800187008117078,222.55373100590572
27.395694194948238,219.91681188634445
30.01250995109415,217.3010375653476
32.65073759109328,214.70686044734956
35.310490731089,212.13475756560416
37.991894412860766,209.58523323832645
40.69508637043926,207.05882209987672
43.42021846205336,204.55609257328882
46.16745829454614,202.0776508647217
48.936991072784764,199.6241455783484
51.72902171323879,197.19627307288894
54.543777269153885,194.79478370992163
57.38150972505061,192.4204891812773
60.242499231217586,190.07427115099912
63.12705786522421,187.75709151036315
66.03553402828727,185.47000462769034
68.96831761098035,183.21417208579234
71.92584609715354,180.99088054992168
74.90861181958098,178.80156361418307
77.91717063924409,176.64782875849
80.95215239702016,174.53149094756128
84.01427358831666,172.4546149739382
87.10435284655446,170.41956947621375
90.22333000181321,168.4290967924087
93.37228972080653,166.4864046685359
96.55249104972812,164.59528872615547
99.76540458450283,162.76029918447915
103.01275947340676,160.98697286777605
106.29660292821977,159.28216432595036
109.619375061306,157.65453250284492
112.98400065595312,156.11528118878164
116.39399375293874,154.67933304260418
119.8535506450034,153.36728650738988
123.36753799511989,152.20888549598612
126.94103842502444,151.2496698385493
130.57715229172103,150.56507072343385
134.26724481367117,150.29448399159423
137.9405514032201,150.73812652694957
