X,Y
-200.0,-200.0
-197.30243431376906,-198.68731596777084
-194.6145197955893,-197.35498134652946
-191.93647817157478,-196.00291142968135
-189.26853402700604,-194.63102439298285
-186.61091482717853,-193.2392412961218
-183.96385093955624,-191.8274860854546
-181.32757565728457,-190.39568559792727
-178.7023252241175,-188.94376956621056
-176.08833886081578,-187.4716706250817
-173.4858587930752,-185.97932431908805
-173.32766862274698,-182.98349791056376
-173.16947845241876,-179.98767150203946
-173.01128828209053,-176.99184509351517
-172.8530981117623,-173.99601868499087
-172.69490794143408,-171.00019227646658
-172.53671777110586,-168.00436586794228
-172.37852760077763,-165.008539459418
-172.2203374304494,-162.0127130508937
-172.06214726012118,-159.0168866423694
-171.90395708979295,-156.0210602338451
-171.74576691946473,-153.0252338253208
-171.5875767491365,-150.02940741679652
-171.42938657880828,-147.03358100827222
-171.27119640848005,-144.03775459974793
-171.11300623815183,-141.04192819122363
-170.9548160678236,-138.04610178269934
-170.79662589749537,-135.05027537417504
-170.63843572716715,-132.05444896565075
-170.48024555683892,-129.05862255712645
-170.3220553865107,-126.06279614860217
-170.16386521618247,-123.0669697400779
-170.00567504585425,-120.07114333155361
-169.84748487552602,-117.07531692302933
-169.6892947051978,-114.07949051450505
-169.53110453486957,-111.08366410598077
-169.37291436454134,-108.0878376974565
-169.21472419421312,-105.09201128893221
-169.0565340238849,-102.09618488040793
-168.89834385355667,-99.10035847188365
-168.74015368322844,-96.10453206335937
-168.58196351290022,-93.10870565483509
-168.423773342572,-90.11287924631081
-168.26558317224377,-87.11705283778653
-168.10739300191554,-84.12122642926225
-167.94920283158731,-81.12540002073797
-167.7910126612591,-78.12957361221369
-167.63282249093086,-75.13374720368941
-167.47463232060264,-72.13792079516513
-167.3164421502744,-69.14209438664085
-167.1582519799462,-66.14626797811657
-167.00006180961796,-63.15044156959228
-166.84187163928974,-60.154615161067994
-166.6836814689615,-57.15878875254371
-166.52549129863328,-54.16296234401942
-166.36730112830506,-51.16713593549513
-166.20911095797683,-48.171309526970845
-166.0509207876486,-45.17548311844656
-165.89273061732038,-42.17965670992227
-165.73454044699216,-39.18383030139798
-165.57635027666393,-36.188003892873695
-165.4181601063357,-33.19217748434941
-165.25996993600748,-30.19635107582512
-165.10177976567925,-27.200524667300833
-164.94358959535103,-24.204698258776546
-164.7853994250228,-21.208871850252258
-164.62720925469458,-18.21304544172797
-164.46901908436635,-15.217219033203683
-164.31082891403813,-12.221392624679396
-164.1526387437099,-9.225566216155109
-163.99444857338167,-6.229739807630822
-163.83625840305345,-3.2339133991065356
-163.67806823272522,-0.23808699058224914
-163.519878062397,2.7577394179420374
-163.36168789206877,5.753565826466324
-163.20349772174055,8.74939223499061
-163.04530755141232,11.745218643514896
-162.8871173810841,14.741045052039183
-162.72892721075587,17.73687146056347
-162.57073704042764,20.732697869087758
-162.41254687009942,23.728524277612046
-162.2543566997712,26.724350686136333
-162.09616652944297,29.72017709466062
-161.93797635911474,32.71600350318491
-161.77978618878652,35.711829911709195
-161.6215960184583,38.70765632023348
-161.46340584813007,41.70348272875777
-161.30521567780184,44.69930913728206
-161.14702550747361,47.695135545806345
-160.9888353371454,50.69096195433063
-160.83064516681716,53.68678836285492
-160.67245499648894,56.68261477137921
-160.5142648261607,59.678441179903494
-160.3560746558325,62.67426758842778
-160.19788448550426,65.67009399695206
-160.03969431517604,68.66592040547634
-159.8815041448478,71.66174681400062
-159.72331397451958,74.6575732225249
-159.56512380419136,77.65339963104918
-159.40693363386313,80.64922603957346
-159.2487434635349,83.64505244809774
-159.09055329320668,86.64087885662202
-158.93236312287846,89.6367052651463
-158.77417295255023,92.63253167367058
-158.615982782222,95.62835808219486
-156.50972946152135,97.76463918472736
-154.43112542313656,99.92783248436805
-152.38151934513655,102.11852071527298
-150.36241061944582,104.33734922460839
-148.37547584615834,106.58503474680695
-146.4226015025228,108.86237569580209
-144.5059246101531,111.17026427419057
-142.62788388631495,113.50970075326099
-140.79128481705166,115.88181033310362
-138.99938348157426,118.28786303491924
-137.25599603006472,120.72929707947566
-136.64038064409186,123.66545403995197
-136.024765258119,126.60161100042828
-135.40914987214614,129.53776796090457
-134.7935344861733,132.47392492138087
-134.17791910020043,135.41008188185717
-133.56230371422757,138.34623884233346
-132.9466883282547,141.28239580280976
-132.33107294228185,144.21855276328606
-131.715457556309,147.15470972376235
-131.09984217033613,150.09086668423865
-130.48422678436327,153.02702364471494
-129.8686113983904,155.96318060519124
-129.25299601241755,158.89933756566754
